date,product,sales,price,is_promotion,weather_index,day_of_week,month,year,week_of_year,is_holiday
2021-12-03,Furniture,34.0,121.95,0,28.55,4,12,2021,48,0
2021-12-04,Furniture,37.0,121.95,0,35.6,5,12,2021,48,0
2021-12-05,Furniture,38.0,121.95,0,28.51,6,12,2021,48,0
2021-12-06,Furniture,32.0,121.95,0,28.88,0,12,2021,49,0
2021-12-07,Furniture,31.0,121.95,0,39.15,1,12,2021,49,0
2021-12-08,Furniture,35.0,121.95,0,35.12,2,12,2021,49,0
2021-12-09,Furniture,34.0,121.95,0,27.94,3,12,2021,49,0
2021-12-10,Furniture,43.0,121.95,0,40.13,4,12,2021,49,0
2021-12-11,Furniture,45.0,121.95,0,34.47,5,12,2021,49,0
2021-12-12,Furniture,,121.95,0,30.13,6,12,2021,49,0
2021-12-13,Furniture,31.0,121.95,0,25.27,0,12,2021,50,0
2021-12-14,Furniture,29.0,121.95,0,42.98,1,12,2021,50,0
2021-12-15,Furniture,31.0,121.95,0,34.82,2,12,2021,50,0
2021-12-16,Furniture,34.0,121.95,0,33.57,3,12,2021,50,0
2021-12-17,Furniture,37.0,121.95,0,43.65,4,12,2021,50,0
2021-12-18,Furniture,41.0,121.95,0,45.15,5,12,2021,50,0
2021-12-19,Furniture,45.0,121.95,0,37.86,6,12,2021,50,0
2021-12-20,Furniture,31.0,121.95,0,47.03,0,12,2021,51,0
2021-12-21,Furniture,29.0,121.95,0,53.42,1,12,2021,51,0
2021-12-22,Furniture,30.0,121.95,0,50.56,2,12,2021,51,0
2021-12-23,Furniture,34.0,121.95,0,50.46,3,12,2021,51,0
2021-12-24,Furniture,37.0,121.95,0,46.76,4,12,2021,51,0
2021-12-25,Furniture,113.0,121.95,0,43.66,5,12,2021,51,1
2021-12-26,Furniture,86.0,121.95,0,46.28,6,12,2021,51,1
2021-12-27,Furniture,37.0,121.95,0,49.45,0,12,2021,52,0
2021-12-28,Furniture,33.0,121.95,0,41.65,1,12,2021,52,0
2021-12-29,Furniture,31.0,121.95,0,44.78,2,12,2021,52,0
2021-12-30,Furniture,35.0,121.95,0,42.17,3,12,2021,52,0
2021-12-31,Furniture,70.0,121.95,0,51.18,4,12,2021,52,1
2022-01-01,Furniture,92.0,121.95,0,51.1,5,1,2022,52,1
2022-01-02,Furniture,49.0,121.95,0,48.11,6,1,2022,52,0
2022-01-03,Furniture,40.0,121.95,0,56.17,0,1,2022,1,0
2022-01-04,Furniture,41.0,121.95,0,47.53,1,1,2022,1,0
2022-01-05,Furniture,34.0,121.95,0,49.99,2,1,2022,1,0
2022-01-06,Furniture,42.0,121.95,0,58.03,3,1,2022,1,0
2022-01-07,Furniture,42.0,121.95,0,59.45,4,1,2022,1,0
2022-01-08,Furniture,54.0,121.95,0,51.51,5,1,2022,1,0
2022-01-09,Furniture,52.0,121.95,0,57.33,6,1,2022,1,0
2022-01-10,Furniture,32.0,121.95,0,52.96,0,1,2022,2,0
2022-01-11,Furniture,34.0,121.95,0,56.54,1,1,2022,2,0
2022-01-12,Furniture,33.0,121.95,0,58.92,2,1,2022,2,0
2022-01-13,Furniture,33.0,121.95,0,61.68,3,1,2022,2,0
2022-01-14,Furniture,48.0,121.95,0,61.13,4,1,2022,2,0
2022-01-15,Furniture,60.0,121.95,0,61.58,5,1,2022,2,0
2022-01-16,Furniture,50.0,121.95,0,55.49,6,1,2022,2,0
2022-01-17,Furniture,41.0,121.95,0,63.48,0,1,2022,3,0
2022-01-18,Furniture,43.0,121.95,0,64.95,1,1,2022,3,0
2022-01-19,Furniture,38.0,121.95,0,66.3,2,1,2022,3,0
2022-01-20,Furniture,40.0,121.95,0,59.9,3,1,2022,3,0
2022-01-21,Furniture,45.0,121.95,0,68.72,4,1,2022,3,0
2022-01-22,Furniture,,121.95,0,58.2,5,1,2022,3,0
2022-01-23,Furniture,56.0,121.95,0,63.27,6,1,2022,3,0
2022-01-24,Furniture,41.0,121.95,0,64.68,0,1,2022,4,0
2022-01-25,Furniture,41.0,121.95,0,60.38,1,1,2022,4,0
2022-01-26,Furniture,39.0,121.95,0,65.86,2,1,2022,4,0
2022-01-27,Furniture,36.0,121.95,0,69.04,3,1,2022,4,0
2022-01-28,Furniture,51.0,121.95,0,59.41,4,1,2022,4,0
2022-01-29,Furniture,49.0,121.95,0,67.18,5,1,2022,4,0
2022-01-30,Furniture,56.0,121.95,0,61.01,6,1,2022,4,0
2022-01-31,Furniture,44.0,121.95,0,80.55,0,1,2022,5,0
2022-02-01,Furniture,37.0,121.95,0,72.0,1,2,2022,5,0
2022-02-02,Furniture,38.0,121.95,0,72.15,2,2,2022,5,0
2022-02-03,Furniture,50.0,121.95,0,73.26,3,2,2022,5,0
2022-02-04,Furniture,48.0,121.95,0,75.69,4,2,2022,5,0
2022-02-05,Furniture,50.0,121.95,0,78.12,5,2,2022,5,0
2022-02-06,Furniture,59.0,121.95,0,65.97,6,2,2022,5,0
2022-02-07,Furniture,40.0,121.95,0,80.89,0,2,2022,6,0
2022-02-08,Furniture,35.0,121.95,0,81.11,1,2,2022,6,0
2022-02-09,Furniture,43.0,121.95,0,75.09,2,2,2022,6,0
2022-02-10,Furniture,40.0,121.95,0,75.35,3,2,2022,6,0
2022-02-11,Furniture,51.0,121.95,0,60.95,4,2,2022,6,0
2022-02-12,Furniture,53.0,121.95,0,70.76,5,2,2022,6,0
2022-02-13,Furniture,60.0,121.95,0,80.08,6,2,2022,6,0
2022-02-14,Furniture,70.0,121.95,0,83.98,0,2,2022,7,1
2022-02-15,Furniture,34.0,121.95,0,82.11,1,2,2022,7,0
2022-02-16,Furniture,43.0,121.95,0,78.57,2,2,2022,7,0
2022-02-17,Furniture,44.0,121.95,0,89.05,3,2,2022,7,0
2022-02-18,Furniture,57.0,121.95,0,84.9,4,2,2022,7,0
2022-02-19,Furniture,60.0,121.95,0,78.36,5,2,2022,7,0
2022-02-20,Furniture,61.0,121.95,0,91.69,6,2,2022,7,0
2022-02-21,Furniture,42.0,121.95,0,75.73,0,2,2022,8,0
2022-02-22,Furniture,40.0,121.95,0,74.28,1,2,2022,8,0
2022-02-23,Furniture,43.0,121.95,0,79.95,2,2,2022,8,0
2022-02-24,Furniture,44.0,121.95,0,78.67,3,2,2022,8,0
2022-02-25,Furniture,57.0,121.95,0,81.03,4,2,2022,8,0
2022-02-26,Furniture,59.0,121.95,0,87.24,5,2,2022,8,0
2022-02-27,Furniture,53.0,121.95,0,83.45,6,2,2022,8,0
2022-02-28,Furniture,42.0,121.95,0,83.95,0,2,2022,9,0
2022-03-01,Furniture,47.0,121.95,0,84.64,1,3,2022,9,0
2022-03-02,Furniture,43.0,121.95,0,73.14,2,3,2022,9,0
2022-03-03,Furniture,45.0,121.95,0,77.46,3,3,2022,9,0
2022-03-04,Furniture,57.0,121.95,0,83.44,4,3,2022,9,0
2022-03-05,Furniture,56.0,121.95,0,81.46,5,3,2022,9,0
2022-03-06,Furniture,49.0,121.95,0,84.83,6,3,2022,9,0
2022-03-07,Furniture,42.0,121.95,0,93.3,0,3,2022,10,0
2022-03-08,Furniture,45.0,121.95,0,86.19,1,3,2022,10,0
2022-03-09,Furniture,43.0,121.95,0,80.23,2,3,2022,10,0
2022-03-10,Furniture,41.0,121.95,0,83.14,3,3,2022,10,0
2022-03-11,Furniture,58.0,121.95,0,95.91,4,3,2022,10,0
2022-03-12,Furniture,62.0,121.95,0,95.26,5,3,2022,10,0
2022-03-13,Furniture,62.0,121.95,0,90.8,6,3,2022,10,0
2022-03-14,Furniture,47.0,121.95,0,80.23,0,3,2022,11,0
2022-03-15,Furniture,40.0,121.95,0,89.78,1,3,2022,11,0
2022-03-16,Furniture,46.0,121.95,0,90.36,2,3,2022,11,0
2022-03-17,Furniture,51.0,121.95,0,88.76,3,3,2022,11,0
2022-03-18,Furniture,59.0,121.95,0,85.95,4,3,2022,11,0
2022-03-19,Furniture,65.0,121.95,0,87.15,5,3,2022,11,0
2022-03-20,Furniture,63.0,121.95,0,85.92,6,3,2022,11,0
2022-03-21,Furniture,40.0,121.95,0,83.53,0,3,2022,12,0
2022-03-22,Furniture,45.0,121.95,0,96.21,1,3,2022,12,0
2022-03-23,Furniture,41.0,121.95,0,93.91,2,3,2022,12,0
2022-03-24,Furniture,52.0,121.95,0,88.17,3,3,2022,12,0
2022-03-25,Furniture,59.0,121.95,0,91.45,4,3,2022,12,0
2022-03-26,Furniture,57.0,121.95,0,91.72,5,3,2022,12,0
2022-03-27,Furniture,61.0,121.95,0,101.55,6,3,2022,12,0
2022-03-28,Furniture,47.0,121.95,0,94.26,0,3,2022,13,0
2022-03-29,Furniture,49.0,121.95,0,94.11,1,3,2022,13,0
2022-03-30,Furniture,39.0,121.95,0,90.16,2,3,2022,13,0
2022-03-31,Furniture,39.0,121.95,0,87.82,3,3,2022,13,0
2022-04-01,Furniture,54.0,121.95,0,96.91,4,4,2022,13,0
2022-04-02,Furniture,49.0,121.95,0,93.26,5,4,2022,13,0
2022-04-03,Furniture,62.0,121.95,0,85.83,6,4,2022,13,0
2022-04-04,Furniture,49.0,121.95,0,92.22,0,4,2022,14,0
2022-04-05,Furniture,50.0,121.95,0,94.1,1,4,2022,14,0
2022-04-06,Furniture,43.0,121.95,0,79.39,2,4,2022,14,0
2022-04-07,Furniture,48.0,121.95,0,85.19,3,4,2022,14,0
2022-04-08,Furniture,57.0,121.95,0,91.54,4,4,2022,14,0
2022-04-09,Furniture,56.0,121.95,0,80.02,5,4,2022,14,0
2022-04-10,Furniture,65.0,121.95,0,80.72,6,4,2022,14,0
2022-04-11,Furniture,47.0,121.95,0,88.09,0,4,2022,15,0
2022-04-12,Furniture,43.0,121.95,0,91.77,1,4,2022,15,0
2022-04-13,Furniture,45.0,121.95,0,91.87,2,4,2022,15,0
2022-04-14,Furniture,47.0,121.95,0,96.95,3,4,2022,15,0
2022-04-15,Furniture,57.0,121.95,0,89.3,4,4,2022,15,0
2022-04-16,Furniture,60.0,121.95,0,86.85,5,4,2022,15,0
2022-04-17,Furniture,62.0,121.95,0,82.0,6,4,2022,15,0
2022-04-18,Furniture,44.0,121.95,0,86.43,0,4,2022,16,0
2022-04-19,Furniture,42.0,121.95,0,91.68,1,4,2022,16,0
2022-04-20,Furniture,45.0,121.95,0,91.7,2,4,2022,16,0
2022-04-21,Furniture,44.0,121.95,0,89.03,3,4,2022,16,0
2022-04-22,Furniture,57.0,121.95,0,90.21,4,4,2022,16,0
2022-04-23,Furniture,64.0,121.95,0,93.61,5,4,2022,16,0
2022-04-24,Furniture,56.0,121.95,0,87.35,6,4,2022,16,0
2022-04-25,Furniture,46.0,121.95,0,93.54,0,4,2022,17,0
2022-04-26,Furniture,42.0,121.95,0,82.79,1,4,2022,17,0
2022-04-27,Furniture,38.0,121.95,0,85.77,2,4,2022,17,0
2022-04-28,Furniture,,121.95,0,83.43,3,4,2022,17,0
2022-04-29,Furniture,53.0,121.95,0,89.49,4,4,2022,17,0
2022-04-30,Furniture,63.0,121.95,0,80.13,5,4,2022,17,0
2022-05-01,Furniture,60.0,121.95,0,83.26,6,5,2022,17,0
2022-05-02,Furniture,48.0,121.95,0,75.23,0,5,2022,18,0
2022-05-03,Furniture,40.0,121.95,0,87.14,1,5,2022,18,0
2022-05-04,Furniture,42.0,121.95,0,90.04,2,5,2022,18,0
2022-05-05,Furniture,,121.95,0,87.99,3,5,2022,18,0
2022-05-06,Furniture,44.0,121.95,0,87.12,4,5,2022,18,0
2022-05-07,Furniture,57.0,121.95,0,86.86,5,5,2022,18,0
2022-05-08,Furniture,53.0,121.95,0,85.76,6,5,2022,18,0
2022-05-09,Furniture,44.0,121.95,0,84.92,0,5,2022,19,0
2022-05-10,Furniture,42.0,121.95,0,84.82,1,5,2022,19,0
2022-05-11,Furniture,45.0,121.95,0,77.72,2,5,2022,19,0
2022-05-12,Furniture,46.0,121.95,0,79.55,3,5,2022,19,0
2022-05-13,Furniture,46.0,121.95,0,80.46,4,5,2022,19,0
2022-05-14,Furniture,56.0,121.95,0,77.97,5,5,2022,19,0
2022-05-15,Furniture,57.0,121.95,0,71.35,6,5,2022,19,0
2022-05-16,Furniture,46.0,121.95,0,72.53,0,5,2022,20,0
2022-05-17,Furniture,51.0,121.95,0,79.37,1,5,2022,20,0
2022-05-18,Furniture,44.0,121.95,0,82.26,2,5,2022,20,0
2022-05-19,Furniture,40.0,121.95,0,77.28,3,5,2022,20,0
2022-05-20,Furniture,50.0,121.95,0,90.55,4,5,2022,20,0
2022-05-21,Furniture,58.0,121.95,0,71.61,5,5,2022,20,0
2022-05-22,Furniture,54.0,121.95,0,77.91,6,5,2022,20,0
2022-05-23,Furniture,44.0,121.95,0,81.61,0,5,2022,21,0
2022-05-24,Furniture,34.0,121.95,0,79.94,1,5,2022,21,0
2022-05-25,Furniture,43.0,121.95,0,77.34,2,5,2022,21,0
2022-05-26,Furniture,41.0,121.95,0,78.86,3,5,2022,21,0
2022-05-27,Furniture,49.0,121.95,0,73.23,4,5,2022,21,0
2022-05-28,Furniture,62.0,121.95,0,80.7,5,5,2022,21,0
2022-05-29,Furniture,49.0,121.95,0,78.23,6,5,2022,21,0
2022-05-30,Furniture,42.0,121.95,0,66.97,0,5,2022,22,0
2022-05-31,Furniture,43.0,121.95,0,72.25,1,5,2022,22,0
2022-06-01,Furniture,40.0,121.95,0,62.31,2,6,2022,22,0
2022-06-02,Furniture,37.0,121.95,0,77.06,3,6,2022,22,0
2022-06-03,Furniture,53.0,121.95,0,69.97,4,6,2022,22,0
2022-06-04,Furniture,53.0,121.95,0,74.98,5,6,2022,22,0
2022-06-05,Furniture,51.0,121.95,0,67.07,6,6,2022,22,0
2022-06-06,Furniture,39.0,121.95,0,57.72,0,6,2022,23,0
2022-06-07,Furniture,38.0,121.95,0,79.56,1,6,2022,23,0
2022-06-08,Furniture,35.0,121.95,0,66.4,2,6,2022,23,0
2022-06-09,Furniture,41.0,121.95,0,60.11,3,6,2022,23,0
2022-06-10,Furniture,44.0,121.95,0,70.2,4,6,2022,23,0
2022-06-11,Furniture,56.0,121.95,0,74.0,5,6,2022,23,0
2022-06-12,Furniture,54.0,121.95,0,62.16,6,6,2022,23,0
2022-06-13,Furniture,44.0,121.95,0,62.03,0,6,2022,24,0
2022-06-14,Furniture,37.0,121.95,0,63.06,1,6,2022,24,0
2022-06-15,Furniture,35.0,121.95,0,55.65,2,6,2022,24,0
2022-06-16,Furniture,35.0,121.95,0,57.09,3,6,2022,24,0
2022-06-17,Furniture,53.0,121.95,0,68.79,4,6,2022,24,0
2022-06-18,Furniture,54.0,121.95,0,58.55,5,6,2022,24,0
2022-06-19,Furniture,47.0,121.95,0,54.35,6,6,2022,24,0
2022-06-20,Furniture,43.0,121.95,0,55.61,0,6,2022,25,0
2022-06-21,Furniture,41.0,121.95,0,62.55,1,6,2022,25,0
2022-06-22,Furniture,32.0,121.95,0,46.63,2,6,2022,25,0
2022-06-23,Furniture,36.0,121.95,0,57.11,3,6,2022,25,0
2022-06-24,Furniture,43.0,121.95,0,67.46,4,6,2022,25,0
2022-06-25,Furniture,45.0,121.95,0,64.62,5,6,2022,25,0
2022-06-26,Furniture,48.0,121.95,0,56.65,6,6,2022,25,0
2022-06-27,Furniture,39.0,121.95,0,59.68,0,6,2022,26,0
2022-06-28,Furniture,32.0,121.95,0,58.94,1,6,2022,26,0
2022-06-29,Furniture,36.0,121.95,0,51.09,2,6,2022,26,0
2022-06-30,Furniture,40.0,121.95,0,55.66,3,6,2022,26,0
2022-07-01,Furniture,43.0,121.95,0,59.29,4,7,2022,26,0
2022-07-02,Furniture,47.0,121.95,0,43.34,5,7,2022,26,0
2022-07-03,Furniture,44.0,121.95,0,51.85,6,7,2022,26,0
2022-07-04,Furniture,53.0,121.95,0,50.09,0,7,2022,27,1
2022-07-05,Furniture,31.0,121.95,0,48.11,1,7,2022,27,0
2022-07-06,Furniture,34.0,121.95,0,46.98,2,7,2022,27,0
2022-07-07,Furniture,36.0,121.95,0,47.38,3,7,2022,27,0
2022-07-08,Furniture,44.0,121.95,0,47.11,4,7,2022,27,0
2022-07-09,Furniture,44.0,121.95,0,50.44,5,7,2022,27,0
2022-07-10,Furniture,43.0,121.95,0,46.55,6,7,2022,27,0
2022-07-11,Furniture,31.0,121.95,0,42.6,0,7,2022,28,0
2022-07-12,Furniture,34.0,121.95,0,38.61,1,7,2022,28,0
2022-07-13,Furniture,31.0,121.95,0,39.77,2,7,2022,28,0
2022-07-14,Furniture,32.0,121.95,0,42.76,3,7,2022,28,0
2022-07-15,Furniture,37.0,121.95,0,37.26,4,7,2022,28,0
2022-07-16,Furniture,46.0,121.95,0,44.85,5,7,2022,28,0
2022-07-17,Furniture,39.0,121.95,0,41.6,6,7,2022,28,0
2022-07-18,Furniture,30.0,121.95,0,44.51,0,7,2022,29,0
2022-07-19,Furniture,34.0,121.95,0,34.94,1,7,2022,29,0
2022-07-20,Furniture,31.0,121.95,0,33.32,2,7,2022,29,0
2022-07-21,Furniture,36.0,121.95,0,42.5,3,7,2022,29,0
2022-07-22,Furniture,36.0,121.95,0,36.83,4,7,2022,29,0
2022-07-23,Furniture,43.0,121.95,0,34.52,5,7,2022,29,0
2022-07-24,Furniture,42.0,121.95,0,38.38,6,7,2022,29,0
2022-07-25,Furniture,35.0,121.95,0,37.56,0,7,2022,30,0
2022-07-26,Furniture,34.0,121.95,0,27.35,1,7,2022,30,0
2022-07-27,Furniture,33.0,121.95,0,39.92,2,7,2022,30,0
2022-07-28,Furniture,30.0,121.95,0,30.33,3,7,2022,30,0
2022-07-29,Furniture,33.0,121.95,0,40.26,4,7,2022,30,0
2022-07-30,Furniture,44.0,121.95,0,24.49,5,7,2022,30,0
2022-07-31,Furniture,45.0,121.95,0,32.14,6,7,2022,30,0
2022-08-01,Furniture,33.0,121.95,0,29.02,0,8,2022,31,0
2022-08-02,Furniture,30.0,121.95,0,19.48,1,8,2022,31,0
2022-08-03,Furniture,31.0,121.95,0,32.06,2,8,2022,31,0
2022-08-04,Furniture,32.0,121.95,0,18.57,3,8,2022,31,0
2022-08-05,Furniture,35.0,121.95,0,26.16,4,8,2022,31,0
2022-08-06,Furniture,40.0,121.95,0,32.57,5,8,2022,31,0
2022-08-07,Furniture,39.0,121.95,0,23.84,6,8,2022,31,0
2022-08-08,Furniture,28.0,121.95,0,21.42,0,8,2022,32,0
2022-08-09,Furniture,27.0,121.95,0,29.39,1,8,2022,32,0
2022-08-10,Furniture,27.0,121.95,0,23.6,2,8,2022,32,0
2022-08-11,Furniture,26.0,121.95,0,22.29,3,8,2022,32,0
2022-08-12,Furniture,34.0,121.95,0,30.17,4,8,2022,32,0
2022-08-13,Furniture,38.0,121.95,0,17.44,5,8,2022,32,0
2022-08-14,Furniture,40.0,121.95,0,20.47,6,8,2022,32,0
2022-08-15,Furniture,31.0,121.95,0,26.6,0,8,2022,33,0
2022-08-16,Furniture,31.0,121.95,0,15.62,1,8,2022,33,0
2022-08-17,Furniture,30.0,121.95,0,30.17,2,8,2022,33,0
2022-08-18,Furniture,27.0,121.95,0,19.73,3,8,2022,33,0
2022-08-19,Furniture,29.0,121.95,0,24.72,4,8,2022,33,0
2022-08-20,Furniture,40.0,121.95,0,24.26,5,8,2022,33,0
2022-08-21,Furniture,40.0,121.95,0,18.68,6,8,2022,33,0
2022-08-22,Furniture,31.0,121.95,0,16.61,0,8,2022,34,0
2022-08-23,Furniture,28.0,121.95,0,18.36,1,8,2022,34,0
2022-08-24,Furniture,22.0,121.95,0,21.72,2,8,2022,34,0
2022-08-25,Furniture,29.0,121.95,0,12.81,3,8,2022,34,0
2022-08-26,Furniture,33.0,121.95,0,11.32,4,8,2022,34,0
2022-08-27,Furniture,40.0,121.95,0,24.37,5,8,2022,34,0
2022-08-28,Furniture,39.0,121.95,0,12.89,6,8,2022,34,0
2022-08-29,Furniture,29.0,121.95,0,17.96,0,8,2022,35,0
2022-08-30,Furniture,25.0,121.95,0,14.82,1,8,2022,35,0
2022-08-31,Furniture,24.0,121.95,0,14.68,2,8,2022,35,0
2022-09-01,Furniture,28.0,121.95,0,22.28,3,9,2022,35,0
2022-09-02,Furniture,29.0,121.95,0,14.37,4,9,2022,35,0
2022-09-03,Furniture,39.0,121.95,0,12.69,5,9,2022,35,0
2022-09-04,Furniture,30.0,121.95,0,12.82,6,9,2022,35,0
2022-09-05,Furniture,27.0,121.95,0,11.35,0,9,2022,36,0
2022-09-06,Furniture,26.0,121.95,0,10.23,1,9,2022,36,0
2022-09-07,Furniture,25.0,121.95,0,10.8,2,9,2022,36,0
2022-09-08,Furniture,25.0,121.95,0,21.34,3,9,2022,36,0
2022-09-09,Furniture,,121.95,0,16.33,4,9,2022,36,0
2022-09-10,Furniture,33.0,121.95,0,10.8,5,9,2022,36,0
2022-09-11,Furniture,32.0,121.95,0,17.2,6,9,2022,36,0
2022-09-12,Furniture,28.0,121.95,0,4.13,0,9,2022,37,0
2022-09-13,Furniture,23.0,121.95,0,18.73,1,9,2022,37,0
2022-09-14,Furniture,26.0,121.95,0,18.13,2,9,2022,37,0
2022-09-15,Furniture,92.0,121.95,0,22.64,3,9,2022,37,0
2022-09-16,Furniture,31.0,121.95,0,16.34,4,9,2022,37,0
2022-09-17,Furniture,28.0,121.95,0,13.3,5,9,2022,37,0
2022-09-18,Furniture,39.0,121.95,0,17.42,6,9,2022,37,0
2022-09-19,Furniture,25.0,121.95,0,7.69,0,9,2022,38,0
2022-09-20,Furniture,19.0,121.95,0,8.71,1,9,2022,38,0
2022-09-21,Furniture,23.0,121.95,0,10.24,2,9,2022,38,0
2022-09-22,Furniture,,121.95,0,17.3,3,9,2022,38,0
2022-09-23,Furniture,28.0,121.95,0,6.08,4,9,2022,38,0
2022-09-24,Furniture,33.0,121.95,0,5.46,5,9,2022,38,0
2022-09-25,Furniture,31.0,121.95,0,11.38,6,9,2022,38,0
2022-09-26,Furniture,24.0,121.95,0,13.72,0,9,2022,39,0
2022-09-27,Furniture,22.0,121.95,0,6.57,1,9,2022,39,0
2022-09-28,Furniture,26.0,121.95,0,13.4,2,9,2022,39,0
2022-09-29,Furniture,28.0,121.95,0,16.86,3,9,2022,39,0
2022-09-30,Furniture,29.0,121.95,0,16.01,4,9,2022,39,0
2022-10-01,Furniture,33.0,121.95,0,11.77,5,10,2022,39,0
2022-10-02,Furniture,30.0,121.95,0,9.56,6,10,2022,39,0
2022-10-03,Furniture,25.0,121.95,0,18.71,0,10,2022,40,0
2022-10-04,Furniture,25.0,121.95,0,10.14,1,10,2022,40,0
2022-10-05,Furniture,24.0,121.95,0,14.81,2,10,2022,40,0
2022-10-06,Furniture,27.0,121.95,0,19.95,3,10,2022,40,0
2022-10-07,Furniture,30.0,121.95,0,14.41,4,10,2022,40,0
2022-10-08,Furniture,31.0,121.95,0,5.33,5,10,2022,40,0
2022-10-09,Furniture,36.0,121.95,0,4.21,6,10,2022,40,0
2022-10-10,Furniture,25.0,121.95,0,9.02,0,10,2022,41,0
2022-10-11,Furniture,28.0,121.95,0,14.17,1,10,2022,41,0
2022-10-12,Furniture,25.0,121.95,0,12.97,2,10,2022,41,0
2022-10-13,Furniture,30.0,121.95,0,21.92,3,10,2022,41,0
2022-10-14,Furniture,32.0,121.95,0,13.21,4,10,2022,41,0
2022-10-15,Furniture,35.0,121.95,0,9.56,5,10,2022,41,0
2022-10-16,Furniture,32.0,121.95,0,5.7,6,10,2022,41,0
2022-10-17,Furniture,24.0,121.95,0,17.46,0,10,2022,42,0
2022-10-18,Furniture,26.0,121.95,0,11.72,1,10,2022,42,0
2022-10-19,Furniture,45.0,96.74,1,4.43,2,10,2022,42,0
2022-10-20,Furniture,45.0,96.74,1,12.29,3,10,2022,42,0
2022-10-21,Furniture,57.0,96.74,1,7.43,4,10,2022,42,0
2022-10-22,Furniture,62.0,96.74,1,10.52,5,10,2022,42,0
2022-10-23,Furniture,65.0,96.74,1,12.93,6,10,2022,42,0
2022-10-24,Furniture,24.0,121.95,0,8.64,0,10,2022,43,0
2022-10-25,Furniture,28.0,121.95,0,11.0,1,10,2022,43,0
2022-10-26,Furniture,26.0,121.95,0,10.0,2,10,2022,43,0
2022-10-27,Furniture,29.0,121.95,0,10.43,3,10,2022,43,0
2022-10-28,Furniture,33.0,121.95,0,9.28,4,10,2022,43,0
2022-10-29,Furniture,35.0,121.95,0,12.22,5,10,2022,43,0
2022-10-30,Furniture,34.0,121.95,0,10.49,6,10,2022,43,0
2022-10-31,Furniture,46.0,121.95,0,18.23,0,10,2022,44,1
2022-11-01,Furniture,25.0,121.95,0,16.65,1,11,2022,44,0
2022-11-02,Furniture,27.0,121.95,0,21.98,2,11,2022,44,0
2022-11-03,Furniture,27.0,121.95,0,25.81,3,11,2022,44,0
2022-11-04,Furniture,27.0,121.95,0,20.14,4,11,2022,44,0
2022-11-05,Furniture,33.0,121.95,0,19.39,5,11,2022,44,0
2022-11-06,Furniture,37.0,121.95,0,21.24,6,11,2022,44,0
2022-11-07,Furniture,29.0,121.95,0,20.28,0,11,2022,45,0
2022-11-08,Furniture,28.0,121.95,0,18.61,1,11,2022,45,0
2022-11-09,Furniture,29.0,121.95,0,18.64,2,11,2022,45,0
2022-11-10,Furniture,29.0,121.95,0,14.12,3,11,2022,45,0
2022-11-11,Furniture,30.0,121.95,0,23.86,4,11,2022,45,0
2022-11-12,Furniture,39.0,121.95,0,19.96,5,11,2022,45,0
2022-11-13,Furniture,37.0,121.95,0,27.83,6,11,2022,45,0
2022-11-14,Furniture,27.0,121.95,0,25.63,0,11,2022,46,0
2022-11-15,Furniture,29.0,121.95,0,18.4,1,11,2022,46,0
2022-11-16,Furniture,28.0,121.95,0,28.26,2,11,2022,46,0
2022-11-17,Furniture,28.0,121.95,0,9.71,3,11,2022,46,0
2022-11-18,Furniture,33.0,121.95,0,32.67,4,11,2022,46,0
2022-11-19,Furniture,43.0,121.95,0,16.84,5,11,2022,46,0
2022-11-20,Furniture,42.0,121.95,0,26.53,6,11,2022,46,0
2022-11-21,Furniture,30.0,121.95,0,26.72,0,11,2022,47,0
2022-11-22,Furniture,29.0,121.95,0,30.74,1,11,2022,47,0
2022-11-23,Furniture,25.0,121.95,0,24.02,2,11,2022,47,0
2022-11-24,Furniture,76.0,121.95,0,15.48,3,11,2022,47,1
2022-11-25,Furniture,113.0,121.95,0,25.13,4,11,2022,47,1
2022-11-26,Furniture,42.0,121.95,0,26.24,5,11,2022,47,0
2022-11-27,Furniture,32.0,121.95,0,17.66,6,11,2022,47,0
2022-11-28,Furniture,30.0,121.95,0,28.71,0,11,2022,48,0
2022-11-29,Furniture,29.0,121.95,0,23.68,1,11,2022,48,0
2022-11-30,Furniture,31.0,121.95,0,32.9,2,11,2022,48,0
2022-12-01,Furniture,30.0,121.95,0,29.02,3,12,2022,48,0
2022-12-02,Furniture,35.0,121.95,0,40.66,4,12,2022,48,0
2022-12-03,Furniture,43.0,121.95,0,30.18,5,12,2022,48,0
2022-12-04,Furniture,38.0,121.95,0,34.22,6,12,2022,48,0
2022-12-05,Furniture,30.0,121.95,0,31.62,0,12,2022,49,0
2022-12-06,Furniture,31.0,121.95,0,25.2,1,12,2022,49,0
2022-12-07,Furniture,34.0,121.95,0,32.92,2,12,2022,49,0
2022-12-08,Furniture,35.0,121.95,0,38.34,3,12,2022,49,0
2022-12-09,Furniture,41.0,121.95,0,38.22,4,12,2022,49,0
2022-12-10,Furniture,43.0,121.95,0,34.39,5,12,2022,49,0
2022-12-11,Furniture,47.0,121.95,0,29.22,6,12,2022,49,0
2022-12-12,Furniture,28.0,121.95,0,40.37,0,12,2022,50,0
2022-12-13,Furniture,37.0,121.95,0,39.9,1,12,2022,50,0
2022-12-14,Furniture,37.0,121.95,0,42.68,2,12,2022,50,0
